FF(X) 	 FF(Y) 	 FF(Z) 	 FS(X) 	 FS(Y) 	 FS(Z) 	 CD 	 CL 
-122.37640169842025	548.6855152334836	10671.008273568299	-122.37652348420603	548.6856054586992	10671.010131010542	0.011821426814455936	0.2817035697465709
-138.87601596521708	377.8333437297018	10077.492213538106	-138.87614168206647	377.8334118753023	10077.493964080713	0.01054904438244559	0.26606823052004663
-166.77487548937057	-114.09327717188673	7775.94199068176	-166.77501092383028	-114.09326948999815	7775.943331312695	0.006566959859781833	0.2053862612414393
-166.58188426152844	-71.64646459545831	8013.52107844007	-166.58201914856483	-71.6464517509915	8013.522461511022	0.006907125653772117	0.2116539883115037
-164.82623929415809	20.410614015391808	8460.565863236006	-164.8263729048574	20.410638401005365	8460.567326654944	0.007583942509830568	0.22344580102945788
-165.19379163414408	5.343944537545511	8394.67065964638	-165.19392545700862	5.343966991450301	8394.67211112578	0.0074813089104187065	0.22170782007384032
-165.5864655048694	-12.738383215835754	8313.862083020158	-165.58659957780455	-12.738363073019087	8313.86351987402	0.007356979178017209	0.21957641815492485
-165.5166435987945	-9.188510181452273	8329.610383536106	-165.5167776239984	-9.188489583606234	8329.611823248868	0.00738103218735324	0.21999180379083327
-165.45137217822085	-6.004134707516187	8343.729547149724	-165.45150616019606	-6.004113701411384	8343.730989421303	0.007402667458230502	0.2203642146672931
-165.46769352480322	-6.803246892707655	8340.243033272867	-165.46782751755	-6.8032259893363545	8340.244474909616	0.00739731958496782	0.22027225372181974
-165.47901473747916	-7.351450901219238	8337.820997450302	-165.47914873761732	-7.35143006824206	8337.82243864825	0.007393604935888346	0.22020836962562962
-165.47573633383902	-7.182309946637403	8338.54634786081	-165.47587033181748	-7.182289091690201	8338.547789190794	0.007394714440954907	0.22022750176966652
-165.47406928320893	-7.089364489682794	8338.955668223758	-165.474203279895	-7.0893436229065045	8338.957109629191	0.007395335715095374	0.2202382984318235
-165.47418577668537	-7.123948661222691	8338.816462483854	-165.47431977386788	-7.123927798809497	8338.817903860772	0.00739513631023187	0.2202346259602737
-165.47443220312704	-7.139385332948052	8338.74958038108	-165.4745662004914	-7.139364472610183	8338.75102174671	0.007395035480379777	0.22023286177133156
-165.47434670945674	-7.132853969484614	8338.768969270857	-165.47448070675364	-7.132833108285652	8338.770410641075	0.007395065081427694	0.2202333731837679
-165.47428095746238	-7.130299526424302	8338.783246982832	-165.4744149547227	-7.130278664903635	8338.784688355436	0.0073950869529891125	0.22023374977691434
-165.474279360497	-7.1312230847955576	8338.78191552812	-165.47441335776162	-7.131202223406412	8338.783356900269	0.007395085117279264	0.22023371464717173
-165.47429742751234	-7.131825441032021	8338.7786967592	-165.47443142478528	-7.1318045797177305	8338.780138130789	0.0073950801009695305	0.22023362975254734
-165.4742995742056	-7.13174922701306	8338.778492804146	-165.47443357147927	-7.131728365686406	8338.779934175733	0.007395079756681909	0.2202336243746716
