"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,          49,      -7.873393487,      -7.820101464,      -7.933817735,      -7.729730251,      -7.331125632
          0,           0,          50,      -7.907920968,      -7.854721957,      -7.984068075,      -7.781805767,       -7.36513007
          0,           0,          51,      -7.942094816,      -7.890476055,      -8.033763111,      -7.833146135,      -7.399584406
          0,           0,          52,      -7.975939965,       -7.92727156,      -8.082829228,      -7.883643866,      -7.434392075
          0,           0,          53,      -8.009404329,      -7.964914835,      -8.131158434,      -7.933177346,        -7.4693491
          0,           0,          54,      -8.042390718,      -8.003132419,      -8.178607079,      -7.981619386,       -7.50419055
          0,           0,          55,       -8.07478629,      -8.041593861,      -8.225001858,      -8.028848018,      -7.538630559
          0,           0,          56,      -8.106488695,      -8.079939266,      -8.270156516,      -8.074757468,      -7.572398342
          0,           0,          57,      -8.137423249,      -8.117807652,      -8.313894306,      -8.119267077,      -7.605264763
          0,           0,          58,      -8.167551274,       -8.15486749,      -8.356071493,      -8.162330208,      -7.637059658
          0,           0,          59,      -8.196875967,      -8.190845939,      -8.396596151,      -8.203942402,       -7.66768592
          0,           0,          60,      -8.225442231,      -8.225556227,      -8.435438895,      -8.244145878,      -7.697126437
          0,           0,          61,      -8.253332095,       -8.25891601,      -8.472633855,      -8.283032949,      -7.725443123
          0,           0,          62,      -8.280657173,      -8.290954055,      -8.508268706,      -8.320737476,      -7.752766808
          0,           0,          63,      -8.307553204,      -8.321799879,      -8.542471426,      -8.357430979,      -7.779286647
          0,           0,          64,      -8.334167373,       -8.35166183,      -8.575397502,      -8.393306884,      -7.805228028
          0,           0,          65,      -8.360644888,      -8.380795924,      -8.607217988,      -8.428560785,       -7.83082774
          0,           0,          66,      -8.387112746,       -8.40946905,      -8.638108305,      -8.463369708,      -7.856306671
          0,           0,          67,      -8.413672001,      -8.437928346,      -8.668240015,       -8.49787777,      -7.881854078
          0,           0,          68,      -8.440389332,      -8.466377192,       -8.69777399,      -8.532180045,      -7.907613487
          0,           0,          69,      -8.467291209,      -8.494959646,      -8.726853771,      -8.566314562,      -7.933673619
          0,           0,          70,      -8.494362456,      -8.523753211,      -8.755599974,      -8.600257905,      -7.960066119
          0,           0,          71,      -8.521549755,      -8.552770024,      -8.784105205,      -8.633927059,      -7.986769167
          0,           0,          72,      -8.548768681,      -8.581962037,      -8.812432179,      -8.667188546,      -8.013715701
          0,           0,          73,      -8.575914538,      -8.611231353,      -8.840613454,      -8.699868649,      -8.040805173
          0,           0,          74,       -8.60286739,      -8.640442264,      -8.868652102,      -8.731766543,       -8.06790782
          0,           0,          75,      -8.629509486,      -8.669435276,      -8.896525166,      -8.762677963,      -8.094884005
          0,           0,          76,      -8.655738099,      -8.698044663,      -8.924188114,      -8.792418268,      -8.121599535
          0,           0,          77,      -8.681474242,      -8.726115547,      -8.951581567,      -8.820846301,      -8.147936965
          0,           0,          78,      -8.706671673,      -8.753521497,      -8.978637437,      -8.847878539,      -8.173808889
          0,           0,          79,      -8.731317443,      -8.780177357,      -9.005287961,      -8.873502947,      -8.199161826
          0,           0,          80,      -8.755434209,      -8.806044731,      -9.031473849,      -8.897782213,      -8.223982144
          0,           0,          81,      -8.779075093,      -8.831136215,      -9.057151736,       -8.92084905,      -8.248293592
          0,           0,          82,      -8.802318738,       -8.85551302,      -9.082299796,       -8.94288635,       -8.27215463
          0,           0,          83,       -8.82526018,      -8.879275017,      -9.106920778,      -8.964110176,      -8.295649114
          0,           0,          84,      -8.848004288,      -8.902544554,      -9.131045595,      -8.984753892,      -8.318878734
          0,           0,          85,      -8.870651782,      -8.925456707,       -9.15472938,      -9.005046198,      -8.341946983
          0,           0,          86,      -8.893289205,      -8.948144369,      -9.178046205,       -9.02519274,      -8.364946727
          0,           0,          87,      -8.915990882,      -8.970728005,      -9.201084066,      -9.045367964,      -8.387961689
          0,           0,          88,      -8.938808549,      -8.993305632,      -9.223937706,       -9.06570996,      -8.411053088
          0,           0,          89,       -8.96177182,      -9.015946514,      -9.246703334,      -9.086319178,      -8.434259549
          0,           0,          90,      -8.984886643,      -9.038688991,      -9.269471685,      -9.107261398,      -8.457594152
          0,           0,          91,       -9.00813608,      -9.061540863,      -9.292324206,      -9.128569989,      -8.481044874
          0,           0,          92,      -9.031481035,      -9.084482861,      -9.315329669,      -9.150249442,      -8.504575479
          0,           0,          93,      -9.054865019,      -9.107470432,      -9.338540322,      -9.172280223,      -8.528131077
          0,           0,          94,      -9.078218184,      -9.130441785,      -9.361992059,      -9.194624719,      -8.551642536
          0,           0,          95,      -9.101463304,      -9.153321773,       -9.38570493,      -9.217231444,       -8.57503245
          0,           0,          96,      -9.124518604,      -9.176029279,      -9.409683253,      -9.240041379,      -8.598218023
          0,           0,          97,      -9.147306652,      -9.198485207,      -9.433915733,      -9.262993288,      -8.621121209
          0,           0,          98,      -9.169762054,      -9.220618089,      -9.458376302,      -9.286023112,      -8.643677129
          0,           0,          99,      -9.191834378,      -9.242371536,      -9.483025643,       -9.30907261,      -8.665836667
          0,           0,           0,      -6.006047076,      -5.986453909,      -5.980621274,       -6.10152911,      -5.398881856
          0,           0,           1,      -5.557907562,      -5.388902589,      -5.609309415,      -5.506776971,      -4.934857287
          0,           0,           2,      -5.520212662,      -5.370644341,      -5.417070042,      -5.312049827,       -4.90586596
          0,           0,           3,      -5.517455269,      -5.416608048,      -5.320017434,      -5.227605528,      -4.915458593
          0,           0,           4,      -5.491883897,      -5.432416274,      -5.273970663,      -5.171404882,       -4.89545705
          0,           0,           5,      -5.500772483,      -5.443190177,      -5.255858798,       -5.12169274,      -4.905765788
          0,           0,           6,      -5.548998879,      -5.470063479,      -5.249223129,      -5.084666111,      -4.955262672
          0,           0,           7,      -5.601463397,      -5.496547361,      -5.247449103,      -5.066425961,      -5.008316853
          0,           0,           8,      -5.632495844,      -5.511515303,       -5.24866743,      -5.065588457,      -5.038711624
          0,           0,           9,      -5.647299643,      -5.520962973,      -5.251896762,      -5.077616091,       -5.05281074
          0,           0,          10,      -5.652282949,      -5.525903875,      -5.256766466,      -5.098178208,      -5.056957976
          0,           0,          11,      -5.650014908,      -5.525477879,      -5.263880921,      -5.123599538,      -5.053595646
          0,           0,          12,       -5.64900636,      -5.526411144,      -5.274548165,      -5.150571259,      -5.052193672
          0,           0,          13,      -5.657426252,      -5.536787531,      -5.290142581,      -5.176678392,      -5.061598149
          0,           0,          14,      -5.676919836,      -5.559301123,       -5.31154068,      -5.201087089,      -5.083321532
          0,           0,          15,      -5.704644173,      -5.592033916,      -5.338893035,       -5.22431358,      -5.114019673
          0,           0,          16,      -5.737521028,      -5.631821306,      -5.371704678,      -5.247336137,      -5.150206428
          0,           0,          17,      -5.774356279,      -5.676419302,      -5.409105745,      -5.270969702,       -5.19060458
          0,           0,          18,      -5.815160446,      -5.724639446,      -5.450155062,        -5.2957602,      -5.235368816
          0,           0,          19,      -5.859395879,      -5.775381733,      -5.494028058,      -5.322080267,      -5.284055491
          0,           0,          20,      -5.904948413,      -5.826885837,      -5.540076876,      -5.350249499,      -5.334364982
          0,           0,          21,      -5.948396398,      -5.876720969,      -5.587781723,      -5.380553897,      -5.382324959
          0,           0,          22,      -5.986357664,      -5.922392075,      -5.636672118,      -5.413212635,      -5.423808136
          0,           0,          23,      -6.017148098,      -5.962220126,      -5.686272113,      -5.448327465,      -5.456642985
          0,           0,          24,      -6.041508766,       -5.99599138,       -5.73611272,      -5.485879579,      -5.481697403
          0,           0,          25,      -6.061852673,      -6.024934555,      -5.785792683,      -5.525760786,      -5.501992435
          0,           0,          26,       -6.08090195,       -6.05110378,      -5.835052885,      -5.567820319,      -5.520932245
          0,           0,          27,      -6.100787066,      -6.076664587,      -5.883818888,      -5.611905637,      -5.541144093
          0,           0,          28,      -6.122833216,      -6.103438339,      -5.932193434,      -5.657884538,      -5.564226173
          0,           0,          29,      -6.147703766,      -6.132716154,      -5.980402558,      -5.705650854,      -5.590940432
          0,           0,          30,      -6.175611451,      -6.165224519,      -6.028722734,      -5.755118085,       -5.62147347
          0,           0,          31,      -6.206494493,       -6.20116453,      -6.077419729,      -5.806205019,      -5.655647972
          0,           0,          32,      -6.240146296,      -6.240301278,      -6.126708804,       -5.85881734,      -5.693080932
          0,           0,          33,      -6.276322942,      -6.282090763,      -6.176734842,      -5.912829143,      -5.733321591
          0,           0,          34,      -6.314815037,      -6.325821145,      -6.227568992,      -5.968066718,      -5.775953882
          0,           0,          35,      -6.355474857,       -6.37073639,       -6.27922049,      -6.024313342,       -5.82064492
          0,           0,          36,      -6.398187715,      -6.416116235,      -6.331649653,      -6.081310786,      -5.867120926
          0,           0,          37,      -6.442803166,      -6.461309538,      -6.384791226,      -6.138778959,      -5.915081934
          0,           0,          38,      -6.489057561,      -6.505734053,      -6.438562351,      -6.196441947,      -5.964097897
          0,           0,          39,      -6.536524003,      -6.548881237,      -6.492864224,      -6.254051954,      -6.013543234
          0,           0,          40,      -6.584610039,      -6.590347837,      -6.547576397,      -6.311406106,      -6.062608071
          0,           0,          41,      -6.632614046,      -6.629892411,      -6.602550803,       -6.36835249,      -6.110407077
          0,           0,          42,      -6.679825756,      -6.667487262,       -6.65761287,      -6.424786145,      -6.156158937
          0,           0,          43,      -6.725642907,      -6.703333428,      -6.712570307,      -6.480639799,      -6.199369384
          0,           0,          44,      -6.769670721,      -6.737824555,      -6.767228689,      -6.535873323,      -6.239943138
          0,           0,          45,       -6.81176993,      -6.771473563,       -6.82140609,      -6.590465512,      -6.278174847
          0,           0,          46,      -6.852031332,      -6.804827858,      -6.874943119,      -6.644407379,      -6.314621152
          0,           0,          47,      -6.890710829,      -6.838395988,      -6.927709042,      -6.697697807,      -6.349939052
          0,           0,          48,      -6.928131431,      -6.872596114,      -6.979600228,      -6.750339062,      -6.384728961
          0,           0,          49,      -6.964594204,      -6.907727076,      -7.030536167,      -6.802330175,      -6.419434342
          0,           0,          50,      -7.000321761,      -6.943957884,      -7.080451906,      -6.853661374,      -6.454303214
          0,           0,          51,      -7.035435655,      -6.981330348,      -7.129289993,      -6.904311532,      -6.489396938
          0,           0,          52,      -7.069959558,      -7.019769811,      -7.176991438,      -6.954246839,      -6.524623351
          0,           0,          53,      -7.103843942,      -7.059100184,       -7.22349168,      -7.003421332,      -6.559784942
          0,           0,          54,        -7.1370024,      -7.099063409,       -7.26871866,      -7.051778543,      -6.594632512
          0,           0,          55,      -7.169347341,      -7.139342161,      -7.312601097,      -7.099257293,      -6.628914404
          0,           0,          56,      -7.200807901,      -7.179584428,      -7.355083265,      -7.145788238,        -6.6624025
          0,           0,          57,      -7.231346799,      -7.219429442,      -7.396141937,       -7.19130491,      -6.694915671
          0,           0,          58,      -7.260964032,      -7.258536454,      -7.435796228,      -7.235749191,      -6.726332487
          0,           0,          59,      -7.289709099,      -7.296614017,      -7.474111576,      -7.279076013,      -6.756611728
          0,           0,          60,       -7.31765619,      -7.333445836,      -7.511192397,      -7.321258883,      -6.785766595
          0,           0,          61,      -7.344913496,      -7.368912317,      -7.547167354,      -7.362302851,      -6.813877356
          0,           0,          62,      -7.371615471,      -7.403002151,       -7.58217181,      -7.402249217,      -6.841084419
          0,           0,          63,      -7.397915169,      -7.435808376,      -7.616338054,      -7.441176351,      -6.867575915
          0,           0,          64,      -7.423964702,      -7.467507333,      -7.649785808,      -7.479197082,      -6.893558779
          0,           0,          65,      -7.449905166,      -7.498327674,      -7.682620599,      -7.516444133,      -6.919241249
          0,           0,          66,      -7.475868066,      -7.528517603,       -7.71493428,      -7.553055734,      -6.944828124
          0,           0,          67,      -7.501951728,      -7.558306241,      -7.746808117,      -7.589165073,      -6.970487944
          0,           0,          68,      -7.528214716,      -7.587875437,      -7.778317163,      -7.624884455,      -6.996340596
          0,           0,          69,      -7.554670228,      -7.617340412,      -7.809524799,      -7.660295549,      -7.022450079
          0,           0,          70,      -7.581294776,      -7.646740955,      -7.840495075,      -7.695440579,      -7.048833331
          0,           0,          71,      -7.608041395,      -7.676047788,      -7.871281024,       -7.73032553,      -7.075470971
          0,           0,          72,      -7.634780344,      -7.705166621,       -7.90195012,      -7.764902468,      -7.102242606
          0,           0,          73,      -7.661393662,       -7.73396263,      -7.932545099,      -7.799087613,       -7.12902935
          0,           0,          74,      -7.687763389,      -7.762278539,      -7.963074923,      -7.832761247,      -7.155705574
          0,           0,          75,      -7.713779185,      -7.789950093,      -7.993525325,      -7.865787984,      -7.182146666
          0,           0,          76,      -7.739339779,      -7.816825593,      -8.023856306,      -7.898020085,      -7.208227925
          0,           0,          77,      -7.764391948,      -7.842784927,      -8.054004944,      -7.929322701,      -7.233868762
